UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,no_rand
353,M15212,M,297.6,308.4,1507,46,51,0,0,0,0,0,0,2766
354,H29767,H,297.5,308.3,1674,30,54,0,0,0,0,0,0,7785
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,3353
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,5671
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,2415
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,9063
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,5874
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,1709
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,2159
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,5748
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,4043
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,7936
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,8074
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,4648
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,3611
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,2681
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,7079
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,4987
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,3447
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,281
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,5942
374,L47553,L,297.4,308.3,1412,42,111,0,0,0,0,0,0,3112
375,L47554,L,297.4,308.3,1431,43,113,0,0,0,0,0,0,4831
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,2345
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,6065
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,2589
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,1387
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,4576
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,3427
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,3954
383,L47562,L,297.5,308.5,1335,48,131,0,0,0,0,0,0,7791
384,M15243,M,297.5,308.6,1842,27,133,0,0,0,0,0,0,2986
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,5208
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,3780
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,4326
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,1579
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,4
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,6772
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,7265
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,3404
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,4385
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,2138
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,5505
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,900
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,1001
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,8770
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,324
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,3797
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,9948
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,9565
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,3718
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,6128
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,6169
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,5629
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,3839
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,6676
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,4960
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,4783
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,3369
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,3556
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,7675
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,2167
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,5927
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,4410
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,8477
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,7332
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,2189
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,8268
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,722
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,8938
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,7249
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,5312
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,7692
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,1205
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,8226
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,5595
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,1790
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,4442
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,4012
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,4388
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,58
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,3173
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,276
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,2013
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,7521
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,3570
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,3296
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,6775
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,260
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,485
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,1456
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,1963
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,3254
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,8872
447,L47626,L,297.5,308.6,1452,39,72,0,0,0,0,0,0,435
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,4515
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,7066
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,1296
451,M15310,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0,3016
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,7925
453,M15312,M,297.4,308.6,1643,31,89,0,0,0,0,0,0,5449
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,7630
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,3239
456,L47635,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0,5074
457,H29870,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0,7002
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,2101
459,L47638,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0,7747
460,L47639,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,5428
461,H29874,H,297.3,308.6,1431,42,109,0,0,0,0,0,0,2932
462,L47641,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0,1270
463,L47642,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0,822
464,L47643,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0,8278
465,L47644,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0,7219
466,M15325,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0,3274
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,9007
468,L47647,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0,767
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,4056
470,M15329,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0,7329
471,H29884,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0,2628
472,H29885,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0,7137
473,M15332,M,297.4,309,1497,41.8,144,0,0,0,0,0,0,7377
474,M15333,M,297.4,309,1520,37,147,0,0,0,0,0,0,2585
475,L47654,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0,9030
476,L47655,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0,1679
477,L47656,L,297.4,309,1570,37.9,154,0,0,0,0,0,0,1239
478,H29891,H,297.4,309,1468,41.4,156,0,0,0,0,0,0,3531
479,L47658,L,297.4,309,1833,22.6,161,0,0,0,0,0,0,4385
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0,9124
481,L47660,L,297.4,309,1583,32,166,0,0,0,0,0,0,555
482,M15341,M,297.3,309,1556,39.5,168,0,0,0,0,0,0,8139
483,L47662,L,297.3,309,1548,37.4,171,0,0,0,0,0,0,217
484,L47663,L,297.4,309,1324,56.9,173,0,0,0,0,0,0,5614
485,L47664,L,297.4,309,1568,33.7,175,0,0,0,0,0,0,7109
486,M15345,M,297.4,309,1685,30.7,177,0,0,0,0,0,0,8947
487,M15346,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0,2436
488,M15347,M,297.4,309.1,1463,35,183,0,0,0,0,0,0,4246
489,L47668,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0,9456
490,M15349,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0,1501
491,L47670,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0,1936
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,596
493,L47672,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0,7924
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0,3581
495,L47674,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0,1614
496,H29909,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0,1489
497,M15356,M,297.5,309.2,1530,40,206,0,0,0,0,0,0,2679
498,L47677,L,297.4,309,1505,39.2,209,0,0,0,0,0,0,1501
499,L47678,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0,2701
500,L47679,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0,9400
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0,3354
502,M15361,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0,8036
503,L47682,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0,8199
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,1665
505,M15364,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,2111
506,L47685,L,297.6,309.3,1610,35,6,0,0,0,0,0,0,146
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,4821
508,H29921,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0,2831
509,L47688,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0,9501
510,M15369,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0,1433
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,6753
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,8651
513,L47692,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0,1982
514,L47693,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0,9288
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0,3345
516,L47695,L,297.5,309.2,1715,28,30,0,0,0,0,0,0,5966
517,L47696,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0,54
518,M15377,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0,6376
519,L47698,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0,9171
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,8572
521,L47700,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0,4500
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0,8168
523,M15382,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0,3443
524,L47703,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0,7826
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,8418
526,L47705,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0,9217
527,L47706,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0,6584
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,5953
529,M15388,M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0,2653
530,L47709,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0,8031
531,M15390,M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0,569
532,L47711,L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0,6756
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,2632
534,L47713,L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0,229
535,L47714,L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0,3157
536,H29949,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,1028
537,L47716,L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0,6631
538,H29951,H,297.4,309.3,1516,43,83,0,0,0,0,0,0,6788
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,13
540,M15399,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,723
541,L47720,L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0,3567
542,L47721,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0,7145
543,L47722,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0,2594
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,8385
545,M15404,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0,1969
546,L47725,L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,3549
547,L47726,L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0,9050
548,M15407,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,7057
549,L47728,L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0,648
550,L47729,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0,9955
551,L47730,L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0,9980
552,L47731,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0,2175
553,M15412,M,297.4,309.3,1622,35,123,0,0,0,0,0,0,4836
554,M15413,M,297.4,309.3,1564,36,126,0,0,0,0,0,0,2926
555,H29968,H,297.5,309.4,1368,45.3,129,0,0,0,0,0,0,4384
556,M15415,M,297.4,309.4,1539,42.2,134,0,0,0,0,0,0,2170
557,L47736,L,297.5,309.4,1357,50.1,137,0,0,0,0,0,0,6619
558,M15417,M,297.5,309.4,1433,48.3,139,0,0,0,0,0,0,5739
559,L47738,L,297.5,309.4,1650,34.6,142,0,0,0,0,0,0,4359
560,L47739,L,297.5,309.4,1503,40.6,144,0,0,0,0,0,0,633
561,L47740,L,297.5,309.4,1318,58.2,146,0,0,0,0,0,0,4255
562,M15421,M,297.5,309.4,1678,34.4,148,0,0,0,0,0,0,3957
563,L47742,L,297.6,309.5,1574,30.9,151,0,0,0,0,0,0,3688
564,L47743,L,297.7,309.6,1529,35.2,153,0,0,0,0,0,0,7982
565,H29978,H,297.6,309.6,1669,32.1,155,0,0,0,0,0,0,7830
566,H29979,H,297.7,309.7,1570,35.8,160,0,0,0,0,0,0,9837
567,M15426,M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0,883
568,M15427,M,297.7,309.7,1680,30.2,168,0,0,0,0,0,0,8227
569,L47748,L,297.8,309.7,1935,22.1,171,0,0,0,0,0,0,2240
570,M15429,M,297.7,309.6,1596,35.2,173,0,0,0,0,0,0,5382
571,L47750,L,297.7,309.7,1498,41,176,0,0,0,0,0,0,6611
572,M15431,M,297.8,309.8,1676,29,178,0,0,0,0,0,0,1818
573,L47752,L,297.8,309.9,1351,49,181,0,0,0,0,0,0,5901
574,L47753,L,297.9,309.9,1472,45,183,0,0,0,0,0,0,4827
575,M15434,M,297.9,310,1439,41.7,185,0,0,0,0,0,0,2197
576,M15435,M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,6989
577,H29990,H,297.7,309.7,1440,51.1,191,0,0,0,0,0,0,10000
578,L47757,L,297.7,309.7,1591,37.7,196,0,0,0,0,0,0,7126
579,L47758,L,297.8,309.8,1533,36.8,198,0,0,0,0,0,0,846
580,M15439,M,297.8,309.7,1700,31.3,200,0,0,0,0,0,0,6773
581,M15440,M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,8094
582,L47761,L,297.8,309.7,1394,42.9,206,0,0,0,0,0,0,8824
583,L47762,L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,7300
584,H29997,H,297.7,309.6,1697,32.2,210,0,0,0,0,0,0,9193
585,H29998,H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0,2760
586,L47765,L,297.6,309.5,2001,20.5,220,0,0,0,0,0,0,2708
587,L47766,L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,34
588,H30001,H,297.6,309.5,1623,33.1,224,0,0,0,0,0,0,5606
589,L47768,L,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,3775
590,L47769,L,297.6,309.4,1491,40.2,231,0,0,0,0,0,0,8382
591,L47770,L,297.5,309.4,1517,36.7,233,0,0,0,0,0,0,1214
592,H30005,H,297.5,309.3,1525,41.7,235,0,0,0,0,0,0,4869
593,H30006,H,297.5,309.5,1668,27.9,240,0,0,0,0,0,0,5995
594,L47773,L,297.5,309.6,1312,50.7,0,0,0,0,0,0,0,9132
595,H30008,H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0,5114
596,M15455,M,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,7067
597,M15456,M,297.6,309.6,1530,37.3,10,0,0,0,0,0,0,6901
598,H30011,H,297.6,309.6,1428,46.6,13,0,0,0,0,0,0,1772
599,L47778,L,297.7,309.6,1480,47.9,18,0,0,0,0,0,0,728
600,H30013,H,297.7,309.7,1616,31.1,20,0,0,0,0,0,0,3521
601,L47780,L,297.8,309.7,1547,37.3,25,0,0,0,0,0,0,5746
602,L47781,L,297.9,309.7,2194,16.8,27,0,0,0,0,0,0,3290
603,L47782,L,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,1000
604,L47783,L,297.9,309.8,1336,71.6,31,1,0,0,1,0,0,4495
605,L47784,L,297.9,309.9,1542,33.8,33,0,0,0,0,0,0,1177
606,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0,5174
607,L47786,L,297.9,309.8,1461,50.5,38,0,0,0,0,0,0,1563
608,M15467,M,298,309.9,1565,33.9,40,0,0,0,0,0,0,1351
609,L47788,L,298,309.9,1403,47.7,43,0,0,0,0,0,0,1985
610,L47789,L,298.1,309.9,1629,32.5,45,0,0,0,0,0,0,2878
611,L47790,L,298.1,310,1534,33.7,47,0,0,0,0,0,0,4985
612,L47791,L,298.1,310,1553,40.9,49,0,0,0,0,0,0,4347
613,L47792,L,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,9591
614,L47793,L,298.1,309.9,1634,30,53,0,0,0,0,0,0,4808
615,M15474,M,298,309.9,1445,45.2,55,0,0,0,0,0,0,1137
616,L47795,L,298.1,309.9,1642,30.4,58,0,0,0,0,0,0,4563
617,H30030,H,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,8270
618,M15477,M,298.1,310,1393,43.1,65,0,0,0,0,0,0,1809
619,H30032,H,298.2,310,1433,44.2,68,0,0,0,0,0,0,9951
620,L47799,L,298.3,310,1507,44.7,73,0,0,0,0,0,0,9592
621,M15480,M,298.3,310.1,1389,49.6,75,0,0,0,0,0,0,2370
622,L47801,L,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,4330
623,M15482,M,298.4,310.2,1725,32,80,0,0,0,0,0,0,6970
624,L47803,L,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,9556
625,H30038,H,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,5559
626,L47805,L,298.3,310.1,1545,36.3,90,0,0,0,0,0,0,9307
627,L47806,L,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,9908
628,L47807,L,298.4,310.1,1455,42.2,94,0,0,0,0,0,0,7312
629,M15488,M,298.4,310.1,1335,57.8,96,0,0,0,0,0,0,3989
630,L47809,L,298.3,310.1,1523,45.9,99,0,0,0,0,0,0,4570
631,L47810,L,298.3,310,1460,47.6,101,0,0,0,0,0,0,3253
632,L47811,L,298.4,310,1554,37.3,103,0,0,0,0,0,0,3148
633,H30046,H,298.3,310,1419,47.1,105,0,0,0,0,0,0,1222
634,L47813,L,298.3,310,1442,43.9,110,0,0,0,0,0,0,2559
635,L47814,L,298.3,309.9,1507,41.6,112,0,0,0,0,0,0,2204
636,L47815,L,298.3,310,1858,23.9,114,0,0,0,0,0,0,6823
637,L47816,L,298.3,309.9,1463,43.9,116,0,0,0,0,0,0,4837
638,L47817,L,298.2,309.7,1585,37.4,118,0,0,0,0,0,0,6343
639,L47818,L,298,309.6,1536,37.3,120,0,0,0,0,0,0,7249
640,L47819,L,298,309.6,1403,51.3,122,0,0,0,0,0,0,7091
641,M15500,M,297.9,309.6,1515,38.8,124,0,0,0,0,0,0,3009
642,L47821,L,297.9,309.5,1390,47.9,127,0,0,0,0,0,0,4317
643,M15502,M,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,4332
644,M15503,M,297.8,309.4,1495,36.5,132,0,0,0,0,0,0,3007
645,H30058,H,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,9119
646,L47825,L,297.7,309.4,1392,44.1,140,0,0,0,0,0,0,884
647,M15506,M,297.7,309.4,1461,43.7,142,0,0,0,0,0,0,2364
648,L47827,L,297.7,309.3,1559,36.9,145,0,0,0,0,0,0,6339
649,H30062,H,297.7,309.3,1400,48.9,147,0,0,0,0,0,0,5052
650,M15509,M,297.7,309.2,1732,28.8,152,0,0,0,0,0,0,8048
651,L47830,L,297.6,309.2,1611,33.1,155,0,0,0,0,0,0,7637
652,L47831,L,297.6,309.1,1503,38.9,157,0,0,0,0,0,0,4317
653,L47832,L,297.7,309.2,1391,44.5,159,0,0,0,0,0,0,4575
654,L47833,L,297.8,309.3,2015,20.1,161,0,0,0,0,0,0,8608
655,L47834,L,297.8,309.2,1683,30.9,163,0,0,0,0,0,0,6508
656,L47835,L,297.7,309.1,1435,38.8,165,0,0,0,0,0,0,722
657,M15516,M,297.7,309.1,1732,28.1,167,0,0,0,0,0,0,4422
658,L47837,L,297.7,309.2,1365,58.6,170,0,0,0,0,0,0,5087
659,L47838,L,297.7,309.1,1562,36.8,172,0,0,0,0,0,0,3437
660,L47839,L,297.6,309.1,1449,49.1,174,0,0,0,0,0,0,2868
661,M15520,M,297.7,309.2,1700,27.4,176,0,0,0,0,0,0,6117
662,M15521,M,297.6,309,1427,45.6,179,0,0,0,0,0,0,2638
663,M15522,M,297.6,308.9,1479,38.1,182,0,0,0,0,0,0,6359
664,L47843,L,297.5,308.9,1469,44,185,0,0,0,0,0,0,4674
665,L47844,L,297.5,308.9,1390,47.4,187,0,0,0,0,0,0,5429
666,L47845,L,297.5,308.9,1729,28.1,189,0,0,0,0,0,0,6871
667,L47846,L,297.5,309,1470,43.5,191,0,0,0,0,0,0,8908
668,L47847,L,297.5,308.9,1459,48.5,193,0,0,0,0,0,0,2626
669,L47848,L,297.5,308.9,1738,24,195,0,0,0,0,0,0,3530
670,H30083,H,297.5,308.9,1471,37.7,197,0,0,0,0,0,0,4396
671,L47850,L,297.6,309,1822,25.4,202,0,0,0,0,0,0,7036
672,L47851,L,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,8784
673,M15532,M,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,2948
674,L47853,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,7982
675,L47854,L,297.8,309,1456,41.2,0,0,0,0,0,0,0,5871
676,M15535,M,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,4136
677,H30090,H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,8009
678,L47857,L,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,9718
679,M15538,M,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,5743
680,L47859,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,9588
681,M15540,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,5128
682,M15541,M,297.7,309,1656,33.2,20,0,0,0,0,0,0,1789
683,H30096,H,297.8,309,1410,48.8,23,0,0,0,0,0,0,7745
684,L47863,L,297.7,309,1874,24.4,28,0,0,0,0,0,0,1645
685,L47864,L,297.7,309,1538,43.2,30,0,0,0,0,0,0,8105
686,M15545,M,297.7,309,1636,29.7,32,0,0,0,0,0,0,9032
687,M15546,M,297.7,309,1504,40.4,35,0,0,0,0,0,0,5743
688,M15547,M,297.7,309,1531,42.4,38,0,0,0,0,0,0,9516
689,H30102,H,297.6,309,1735,26.4,41,0,0,0,0,0,0,3325
690,H30103,H,297.6,309,1354,55.6,46,0,0,0,0,0,0,1814
691,H30104,H,297.6,309,1413,40.2,51,0,0,0,0,0,0,2606
692,L47871,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,5905
693,L47872,L,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,7341
694,L47873,L,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,799
695,L47874,L,297.6,309.1,1394,50,62,0,0,0,0,0,0,1473
696,L47875,L,297.6,309,1487,45.4,64,0,0,0,0,0,0,3822
697,M15556,M,297.6,309,1815,25.3,66,0,0,0,0,0,0,59
698,M15557,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,7191
699,L47878,L,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,6432
700,H30113,H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,7940
701,M15560,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,6606
702,L47881,L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,6381
703,M15562,M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,910
704,H30117,H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,7728
